cnt,season,hr,workingday,weathersit,temp,atemp,hum,windspeed,intercept
93,1,13,0,2,0.18,0.197,0.47,0.1343,1.0
282,2,21,1,1,0.64,0.6061,0.65,0.1343,1.0
53,1,10,0,2,0.36,0.3485,0.81,0.2239,1.0
258,1,19,0,1,0.5,0.4848,0.31,0.2836,1.0
43,1,18,1,3,0.28,0.2576,0.93,0.2985,1.0
50,4,7,0,1,0.26,0.2727,0.65,0.1045,1.0
53,1,11,1,1,0.18,0.1667,0.51,0.2836,1.0
59,1,10,0,1,0.18,0.197,0.59,0.1642,1.0
794,3,18,1,1,0.84,0.803,0.53,0.0,1.0
14,3,5,1,3,0.62,0.5455,0.94,0.0896,1.0
2,1,6,0,1,0.2,0.1818,0.47,0.2985,1.0
193,1,12,0,1,0.4,0.4091,0.54,0.0896,1.0
88,4,8,0,1,0.36,0.3485,0.87,0.1343,1.0
135,3,10,1,1,0.68,0.6364,0.69,0.1343,1.0
128,1,10,0,1,0.4,0.4091,0.76,0.1642,1.0
536,3,18,1,2,0.76,0.7273,0.7,0.2537,1.0
673,2,8,1,2,0.6,0.5758,0.78,0.1642,1.0
464,4,8,1,2,0.44,0.4394,0.67,0.194,1.0
460,4,19,1,1,0.48,0.4697,0.67,0.2239,1.0
172,1,19,0,1,0.34,0.3182,0.34,0.2239,1.0
52,1,23,1,1,0.26,0.2576,0.6,0.194,1.0
97,4,22,1,1,0.26,0.2727,0.52,0.1045,1.0
35,2,3,0,2,0.5,0.4848,0.88,0.1343,1.0
97,1,15,0,1,0.32,0.303,0.39,0.2239,1.0
339,3,18,0,1,0.68,0.6364,0.65,0.2985,1.0
260,3,12,1,2,0.66,0.6212,0.69,0.2239,1.0
176,1,15,0,2,0.16,0.1515,0.8,0.194,1.0
93,1,19,0,1,0.24,0.2273,0.38,0.2239,1.0
2,3,3,1,3,0.62,0.5758,0.83,0.1642,1.0
231,3,9,0,1,0.72,0.697,0.74,0.2239,1.0
92,4,20,0,1,0.34,0.3636,0.57,0.0,1.0
501,2,16,0,1,0.82,0.7879,0.56,0.3284,1.0
26,1,0,1,2,0.56,0.5303,0.52,0.194,1.0
11,1,0,1,1,0.26,0.2727,0.65,0.1045,1.0
174,2,20,0,1,0.52,0.5,0.77,0.1343,1.0
2,1,3,1,2,0.32,0.3333,0.93,0.0896,1.0
110,1,9,1,1,0.22,0.197,0.29,0.4478,1.0
236,2,15,1,1,0.5,0.4848,0.23,0.4179,1.0
63,1,23,1,1,0.56,0.5303,0.56,0.2239,1.0
196,3,14,1,1,0.74,0.6515,0.4,0.1343,1.0
274,2,15,1,2,0.72,0.6667,0.48,0.1045,1.0
56,2,0,1,1,0.44,0.4394,0.44,0.1642,1.0
178,1,11,0,1,0.2,0.197,0.4,0.194,1.0
416,2,18,0,2,0.68,0.6364,0.47,0.4925,1.0
219,3,14,1,1,0.8,0.7727,0.59,0.0,1.0
65,2,11,1,3,0.66,0.6061,0.83,0.3582,1.0
19,1,2,1,1,0.5,0.4848,0.59,0.0,1.0
184,2,14,1,1,0.62,0.5909,0.73,0.4627,1.0
186,1,13,0,1,0.32,0.303,0.39,0.2239,1.0
148,2,17,1,3,0.32,0.303,0.93,0.2537,1.0
246,2,10,1,1,0.42,0.4242,0.35,0.2836,1.0
44,2,7,0,2,0.36,0.3485,0.87,0.1642,1.0
178,4,23,1,1,0.52,0.5,0.83,0.1642,1.0
250,3,20,1,1,0.66,0.6061,0.83,0.1642,1.0
114,3,8,0,1,0.78,0.7424,0.59,0.2239,1.0
11,3,3,1,1,0.72,0.697,0.74,0.0,1.0
138,3,15,1,1,0.86,0.8182,0.5,0.1642,1.0
55,2,7,0,1,0.34,0.3333,0.49,0.1642,1.0
315,4,16,1,1,0.62,0.6212,0.46,0.4179,1.0
185,1,21,1,1,0.3,0.3333,0.65,0.0,1.0
2,4,4,0,1,0.22,0.2727,0.44,0.0,1.0
284,1,9,1,2,0.34,0.2879,0.42,0.5224,1.0
191,3,22,1,2,0.78,0.7424,0.59,0.1642,1.0
6,3,3,1,1,0.66,0.6212,0.69,0.2836,1.0
308,4,20,1,1,0.42,0.4242,0.47,0.1343,1.0
138,1,15,0,1,0.28,0.2576,0.38,0.3284,1.0
343,3,13,1,1,0.64,0.6061,0.65,0.2537,1.0
260,4,7,1,3,0.58,0.5455,0.83,0.1045,1.0
309,3,11,1,1,0.86,0.7424,0.28,0.2985,1.0
332,3,20,0,1,0.78,0.697,0.46,0.2537,1.0
559,4,19,1,1,0.66,0.6212,0.65,0.1343,1.0
108,4,0,0,1,0.26,0.303,0.81,0.0,1.0
2,2,3,1,3,0.4,0.4091,0.94,0.3284,1.0
45,1,21,1,1,0.24,0.2273,0.65,0.194,1.0
133,4,1,0,2,0.5,0.4848,0.72,0.2836,1.0
14,3,2,1,1,0.66,0.6061,0.83,0.3284,1.0
43,1,0,1,2,0.28,0.303,0.65,0.0896,1.0
8,1,8,0,3,0.4,0.4091,0.71,0.2239,1.0
533,3,18,1,1,0.74,0.7121,0.74,0.0896,1.0
95,1,7,1,2,0.16,0.2273,0.59,0.0,1.0
40,3,5,1,1,0.6,0.5758,0.78,0.0,1.0
182,1,15,0,1,0.42,0.4242,0.44,0.4925,1.0
11,1,2,1,1,0.26,0.2727,0.48,0.1343,1.0
358,4,12,1,2,0.7,0.6515,0.7,0.1045,1.0
8,3,2,1,1,0.66,0.6061,0.83,0.1343,1.0
8,3,1,1,2,0.62,0.5152,1.0,0.1642,1.0
2,4,3,1,1,0.42,0.4242,0.67,0.1045,1.0
142,2,9,0,1,0.36,0.3182,0.5,0.4925,1.0
82,3,20,0,3,0.66,0.5909,0.94,0.2537,1.0
41,2,2,0,2,0.54,0.5152,0.88,0.0,1.0
351,2,7,1,1,0.42,0.4242,0.5,0.2537,1.0
63,1,21,1,1,0.22,0.197,0.47,0.3284,1.0
69,2,0,1,1,0.68,0.6364,0.69,0.2537,1.0
181,4,17,0,1,0.28,0.2727,0.41,0.1642,1.0
192,2,10,1,1,0.66,0.6212,0.61,0.0,1.0
57,1,11,1,1,0.22,0.2121,0.51,0.2985,1.0
53,4,23,1,1,0.26,0.2727,0.6,0.1343,1.0
294,3,20,1,1,0.76,0.6818,0.45,0.2239,1.0
3,1,2,1,3,0.22,0.2273,0.93,0.1343,1.0
13,2,5,1,1,0.54,0.5152,1.0,0.0,1.0
164,2,9,0,2,0.6,0.5758,0.78,0.194,1.0
93,4,23,1,1,0.24,0.2424,0.65,0.1642,1.0
76,1,22,1,1,0.5,0.4848,0.59,0.2836,1.0
384,1,13,0,1,0.4,0.4091,0.43,0.2836,1.0
6,2,3,1,2,0.52,0.5,0.68,0.2836,1.0
214,3,11,1,2,0.76,0.7121,0.62,0.0,1.0
208,4,16,1,1,0.4,0.4091,0.4,0.2537,1.0
117,4,6,1,1,0.44,0.4394,0.82,0.1045,1.0
94,2,0,0,1,0.58,0.5455,0.88,0.1343,1.0
2,2,1,1,1,0.26,0.2727,0.6,0.1343,1.0
77,3,23,1,1,0.66,0.6212,0.65,0.1343,1.0
174,4,18,0,2,0.36,0.3485,0.81,0.194,1.0
363,4,16,1,1,0.44,0.4394,0.41,0.4627,1.0
105,4,21,0,2,0.48,0.4697,0.77,0.0896,1.0
312,3,14,0,1,0.96,0.9091,0.36,0.1642,1.0
483,3,13,0,1,0.8,0.7424,0.49,0.2239,1.0
87,2,14,1,2,0.36,0.3333,0.46,0.3582,1.0
479,3,17,0,1,0.82,0.7576,0.46,0.194,1.0
171,3,11,1,1,0.72,0.6515,0.42,0.1343,1.0
51,1,20,1,1,0.18,0.2121,0.47,0.1045,1.0
86,1,6,1,1,0.2,0.2576,0.75,0.0,1.0
118,1,22,1,1,0.32,0.3182,0.57,0.194,1.0
29,1,23,0,1,0.26,0.2727,0.7,0.1045,1.0
243,3,7,1,1,0.66,0.6212,0.54,0.1045,1.0
102,3,13,1,1,0.88,0.8939,0.56,0.2985,1.0
62,1,23,1,2,0.46,0.4545,0.41,0.2836,1.0
11,4,6,0,1,0.24,0.2576,0.65,0.1045,1.0
5,1,1,1,1,0.2,0.2273,0.51,0.0896,1.0
1,1,5,1,1,0.2,0.1818,0.75,0.3582,1.0
50,4,5,1,2,0.52,0.5,0.88,0.1045,1.0
168,1,18,1,2,0.24,0.2576,0.81,0.1045,1.0
264,2,12,1,1,0.54,0.5152,0.49,0.0,1.0
189,3,22,1,1,0.72,0.6818,0.66,0.0896,1.0
394,2,8,1,1,0.56,0.5303,0.73,0.2985,1.0
407,2,19,1,1,0.72,0.6667,0.54,0.194,1.0
8,3,2,1,2,0.7,0.6515,0.65,0.1045,1.0
30,1,8,0,1,0.14,0.1515,0.86,0.1343,1.0
64,1,10,1,1,0.06,0.1061,0.45,0.0,1.0
195,4,16,1,1,0.32,0.2879,0.39,0.4179,1.0
73,3,1,0,2,0.7,0.6667,0.84,0.2537,1.0
3,1,12,1,2,0.2,0.1818,0.86,0.3284,1.0
90,2,0,1,2,0.48,0.4697,0.82,0.2239,1.0
88,4,22,1,1,0.34,0.3636,0.49,0.0,1.0
205,3,9,1,1,0.72,0.6515,0.34,0.1343,1.0
240,1,13,1,2,0.32,0.2879,0.39,0.4179,1.0
148,2,14,1,1,0.74,0.6515,0.4,0.4627,1.0
213,4,13,1,1,0.42,0.4242,0.5,0.2239,1.0
6,3,2,1,3,0.62,0.5909,0.78,0.1343,1.0
24,1,7,0,1,0.14,0.1515,0.5,0.1343,1.0
297,2,21,1,1,0.56,0.5303,0.26,0.2985,1.0
25,1,23,1,1,0.32,0.3333,0.66,0.1343,1.0
162,4,22,1,2,0.48,0.4697,0.77,0.0896,1.0
155,4,21,0,3,0.54,0.5152,0.73,0.2239,1.0
557,3,15,0,1,0.64,0.6212,0.41,0.1642,1.0
4,1,1,1,1,0.26,0.2727,0.52,0.1343,1.0
551,2,18,1,1,0.78,0.697,0.46,0.2836,1.0
124,4,6,1,1,0.22,0.2727,0.69,0.0,1.0
94,3,8,0,1,0.64,0.5909,0.78,0.0,1.0
258,3,7,1,1,0.6,0.5455,0.88,0.2537,1.0
129,1,20,1,1,0.34,0.3182,0.46,0.2239,1.0
21,1,0,1,2,0.24,0.2273,0.7,0.2537,1.0
751,3,8,1,2,0.72,0.697,0.74,0.1045,1.0
573,2,15,0,1,0.5,0.4848,0.55,0.2537,1.0
29,3,0,1,1,0.66,0.6212,0.74,0.0,1.0
264,2,12,1,1,0.64,0.6061,0.73,0.194,1.0
175,4,21,0,1,0.56,0.5303,0.88,0.0896,1.0
111,4,22,1,1,0.36,0.3182,0.66,0.4925,1.0
104,4,6,1,1,0.42,0.4242,0.82,0.0896,1.0
59,1,11,0,1,0.22,0.2727,0.75,0.0,1.0
116,1,8,1,2,0.28,0.2879,0.75,0.1045,1.0
208,4,18,0,1,0.38,0.3939,0.46,0.1343,1.0
176,2,14,1,2,0.62,0.6212,0.33,0.0,1.0
200,3,21,1,2,0.6,0.5,1.0,0.0896,1.0
337,2,12,1,1,0.42,0.4242,0.35,0.2985,1.0
202,1,9,1,2,0.3,0.303,0.7,0.1642,1.0
172,3,22,0,1,0.78,0.7424,0.62,0.1642,1.0
406,3,20,1,1,0.66,0.6061,0.78,0.2239,1.0
2,4,3,1,1,0.56,0.5303,0.49,0.194,1.0
174,2,10,1,1,0.62,0.5909,0.78,0.2537,1.0
178,3,14,1,1,0.84,0.7273,0.34,0.3284,1.0
7,1,4,0,2,0.26,0.2576,0.56,0.2239,1.0
13,1,15,1,3,0.26,0.2273,0.87,0.3582,1.0
53,3,9,0,1,0.66,0.6212,0.74,0.4179,1.0
130,3,8,0,1,0.84,0.803,0.53,0.1343,1.0
40,2,0,1,3,0.58,0.5455,0.88,0.2985,1.0
17,4,5,1,2,0.56,0.5303,0.94,0.1642,1.0
85,3,2,0,3,0.64,0.5909,0.78,0.194,1.0
98,1,12,0,2,0.2,0.1818,0.59,0.3582,1.0
266,4,10,0,1,0.48,0.4697,0.77,0.1642,1.0
267,4,19,1,1,0.32,0.3182,0.49,0.1642,1.0
72,1,11,0,1,0.2,0.197,0.55,0.2239,1.0
518,4,18,1,1,0.52,0.5,0.42,0.1045,1.0
3,4,3,1,3,0.46,0.4545,1.0,0.2239,1.0
172,2,18,0,2,0.46,0.4545,0.31,0.0,1.0
1,1,6,0,1,0.2,0.2273,0.75,0.1045,1.0
392,2,16,1,1,0.72,0.6515,0.3,0.4925,1.0
35,1,15,1,2,0.22,0.2273,0.87,0.1642,1.0
12,4,4,0,1,0.42,0.4242,0.77,0.2836,1.0
284,1,13,1,1,0.6,0.5758,0.78,0.194,1.0
60,1,15,1,1,0.22,0.197,0.37,0.3284,1.0
149,1,17,1,1,0.24,0.2424,0.75,0.1343,1.0
16,3,4,0,2,0.64,0.5758,0.89,0.194,1.0
264,3,16,1,2,0.6,0.5606,0.83,0.1642,1.0
126,1,13,1,2,0.28,0.2879,0.61,0.1045,1.0
440,2,16,1,1,0.52,0.5,0.29,0.2537,1.0
222,4,16,0,1,0.28,0.2727,0.45,0.2239,1.0
494,2,19,1,1,0.66,0.6212,0.39,0.2239,1.0
264,1,9,1,1,0.3,0.2727,0.61,0.3284,1.0
554,3,18,0,1,0.74,0.6515,0.37,0.1642,1.0
1,1,4,1,1,0.34,0.2879,0.46,0.5224,1.0
226,2,13,1,2,0.52,0.5,0.88,0.3881,1.0
390,2,17,0,1,0.74,0.6667,0.51,0.0,1.0
12,4,6,0,1,0.24,0.2121,0.6,0.3284,1.0
604,2,17,1,1,0.62,0.6061,0.65,0.4179,1.0
27,3,5,1,1,0.54,0.5152,0.83,0.0896,1.0
734,4,8,1,2,0.54,0.5152,0.88,0.1343,1.0
115,4,22,1,1,0.28,0.2727,0.56,0.194,1.0
230,2,23,0,1,0.68,0.6364,0.61,0.1642,1.0
404,4,11,0,2,0.4,0.4091,0.87,0.1045,1.0
72,3,7,0,1,0.68,0.6364,0.65,0.0,1.0
1,3,3,1,1,0.58,0.5455,0.68,0.1343,1.0
457,4,8,1,2,0.34,0.3182,0.66,0.2239,1.0
84,3,0,0,1,0.68,0.6364,0.51,0.1045,1.0
271,4,21,1,2,0.52,0.5,0.88,0.1343,1.0
228,1,12,0,1,0.36,0.3636,0.4,0.1045,1.0
157,3,12,1,1,0.86,0.7424,0.3,0.2836,1.0
6,3,3,1,1,0.7,0.6667,0.84,0.0,1.0
3,1,5,1,1,0.1,0.1061,0.54,0.2537,1.0
1,1,3,1,1,0.12,0.1515,0.54,0.1045,1.0
205,2,10,1,1,0.56,0.5303,0.52,0.2537,1.0
88,2,1,0,1,0.52,0.5,0.77,0.2239,1.0
12,1,13,1,3,0.42,0.4242,0.0,0.2239,1.0
96,4,9,0,2,0.24,0.2273,0.48,0.2239,1.0
187,3,22,0,1,0.68,0.6364,0.47,0.194,1.0
659,2,13,0,1,0.64,0.6212,0.36,0.194,1.0
331,2,19,1,3,0.56,0.5303,0.88,0.1343,1.0
504,3,13,0,2,0.82,0.7727,0.52,0.0896,1.0
863,3,17,1,1,0.76,0.7273,0.66,0.2537,1.0
325,4,16,1,1,0.36,0.3333,0.29,0.2537,1.0
558,2,17,1,1,0.72,0.6364,0.25,0.2836,1.0
134,4,19,1,1,0.42,0.4242,0.67,0.0,1.0
432,3,19,0,1,0.86,0.803,0.47,0.2239,1.0
159,4,22,1,1,0.52,0.5,0.55,0.3284,1.0
6,2,4,1,1,0.56,0.5303,0.94,0.2239,1.0
810,2,17,1,1,0.66,0.6212,0.65,0.1642,1.0
251,4,14,1,1,0.42,0.4242,0.35,0.1045,1.0
92,4,6,1,1,0.32,0.3182,0.66,0.194,1.0
367,4,11,0,1,0.52,0.5,0.72,0.1642,1.0
68,4,7,1,3,0.52,0.5,0.77,0.2537,1.0
350,4,19,1,1,0.26,0.2576,0.73,0.2985,1.0
8,3,5,0,1,0.66,0.5909,0.89,0.2985,1.0
376,2,9,1,1,0.34,0.303,0.42,0.3284,1.0
117,3,1,0,2,0.66,0.5909,0.89,0.2836,1.0
638,4,8,1,1,0.24,0.2879,0.65,0.0,1.0
3,4,5,0,1,0.3,0.3182,0.75,0.1045,1.0
136,2,16,1,2,0.4,0.4091,0.76,0.2239,1.0
289,1,9,1,1,0.32,0.3333,0.49,0.0,1.0
691,4,16,0,1,0.6,0.6212,0.33,0.3284,1.0
248,4,9,0,1,0.34,0.3182,0.49,0.2239,1.0
280,3,11,1,2,0.68,0.6364,0.61,0.1045,1.0
134,2,22,1,1,0.36,0.3485,0.37,0.1343,1.0
16,1,0,0,1,0.24,0.2879,0.81,0.0,1.0
30,2,5,1,1,0.4,0.4091,0.82,0.0,1.0
7,2,2,1,1,0.42,0.4242,0.54,0.0,1.0
163,1,12,1,2,0.3,0.2727,0.56,0.3881,1.0
262,1,7,1,1,0.3,0.3333,0.7,0.0,1.0
96,1,10,1,1,0.34,0.3182,0.57,0.2239,1.0
224,2,18,1,3,0.44,0.4394,0.77,0.2239,1.0
132,4,14,1,2,0.52,0.5,0.52,0.3284,1.0
178,4,21,1,1,0.34,0.3333,0.49,0.194,1.0
4,4,2,1,1,0.2,0.2576,0.69,0.0,1.0
38,3,6,0,2,0.64,0.5758,0.83,0.194,1.0
240,4,11,0,1,0.5,0.4848,0.63,0.3582,1.0
48,3,23,1,3,0.82,0.8333,0.63,0.194,1.0
202,2,13,1,2,0.62,0.6212,0.38,0.2537,1.0
66,3,7,0,2,0.74,0.6818,0.58,0.1343,1.0
50,1,11,1,1,0.2,0.2273,0.29,0.0896,1.0
215,1,19,0,1,0.52,0.5,0.42,0.1045,1.0
35,1,23,0,2,0.22,0.2273,0.93,0.1642,1.0
318,2,16,1,1,0.8,0.6818,0.22,0.4925,1.0
39,2,5,1,1,0.66,0.6061,0.83,0.0896,1.0
275,2,9,0,2,0.36,0.3485,0.81,0.1343,1.0
52,3,19,1,3,0.62,0.5152,1.0,0.3284,1.0
147,4,22,0,2,0.3,0.3333,0.87,0.0,1.0
24,3,5,1,1,0.66,0.6212,0.65,0.3582,1.0
93,3,23,1,1,0.54,0.5152,0.52,0.0,1.0
28,2,6,0,1,0.54,0.5152,0.6,0.0,1.0
292,4,21,0,1,0.52,0.5,0.55,0.1343,1.0
618,2,8,1,1,0.56,0.5303,0.88,0.0,1.0
96,4,13,1,3,0.36,0.3333,0.81,0.3582,1.0
507,4,18,1,1,0.4,0.4091,0.24,0.4179,1.0
26,3,0,1,2,0.56,0.5303,0.68,0.2836,1.0
92,1,7,1,1,0.38,0.3939,0.82,0.2239,1.0
590,2,8,1,2,0.56,0.5303,0.88,0.1343,1.0
521,2,17,1,1,0.68,0.6364,0.61,0.3582,1.0
651,2,8,1,1,0.66,0.6212,0.74,0.1343,1.0
50,4,11,1,3,0.44,0.4394,1.0,0.0896,1.0
124,3,6,1,2,0.6,0.5606,0.83,0.2537,1.0
225,3,22,0,1,0.7,0.6667,0.79,0.194,1.0
105,1,19,0,3,0.42,0.4242,0.67,0.3881,1.0
12,1,2,0,2,0.16,0.197,0.59,0.0896,1.0
267,2,21,1,1,0.52,0.5,0.55,0.1045,1.0
461,2,20,1,1,0.6,0.6212,0.4,0.3582,1.0
463,3,12,0,1,0.76,0.6818,0.43,0.2836,1.0
136,3,6,1,1,0.7,0.6515,0.58,0.1045,1.0
107,2,14,1,1,0.5,0.4848,0.51,0.3881,1.0
113,3,10,1,1,0.82,0.7576,0.46,0.194,1.0
785,4,8,1,1,0.58,0.5455,0.64,0.0,1.0
284,2,9,0,1,0.62,0.5909,0.78,0.1045,1.0
128,4,23,1,1,0.32,0.303,0.53,0.2239,1.0
174,4,11,1,1,0.5,0.4848,0.45,0.2239,1.0
98,3,23,1,1,0.68,0.6364,0.83,0.2239,1.0
110,1,13,1,1,0.24,0.2273,0.35,0.194,1.0
266,3,10,0,1,0.8,0.803,0.66,0.1343,1.0
412,4,15,0,1,0.62,0.6212,0.35,0.3881,1.0
650,2,8,1,1,0.58,0.5455,0.83,0.0,1.0
788,4,18,1,2,0.56,0.5303,0.64,0.3284,1.0
424,4,16,1,2,0.42,0.4242,0.54,0.2239,1.0
518,2,18,0,1,0.76,0.7121,0.58,0.2985,1.0
106,1,22,1,1,0.28,0.2727,0.56,0.1642,1.0
741,3,18,1,1,0.82,0.7576,0.46,0.1045,1.0
78,1,10,1,2,0.32,0.3182,0.66,0.194,1.0
420,4,14,0,2,0.42,0.4242,0.58,0.1045,1.0
91,1,0,0,1,0.38,0.3939,0.4,0.2836,1.0
344,4,12,1,1,0.44,0.4394,0.41,0.194,1.0
126,4,9,0,1,0.3,0.3333,0.81,0.0,1.0
224,3,10,1,1,0.72,0.697,0.74,0.1343,1.0
288,3,20,1,2,0.82,0.7576,0.46,0.2537,1.0
111,4,23,1,1,0.54,0.5152,0.73,0.1045,1.0
576,2,17,0,2,0.66,0.6212,0.36,0.194,1.0
365,4,7,1,1,0.24,0.2879,0.65,0.0,1.0
14,4,4,0,1,0.52,0.5,0.59,0.2537,1.0
15,1,0,1,1,0.24,0.2879,0.65,0.0,1.0
2,1,4,1,1,0.32,0.2879,0.42,0.3582,1.0
146,3,15,1,2,0.82,0.7879,0.56,0.2836,1.0
12,1,7,0,1,0.2,0.2121,0.37,0.1343,1.0
181,2,8,0,1,0.64,0.6061,0.73,0.0896,1.0
25,2,0,1,1,0.5,0.4848,0.55,0.2239,1.0
107,2,23,1,1,0.62,0.6212,0.53,0.0,1.0
234,3,13,1,1,0.72,0.6515,0.3,0.1045,1.0
209,3,10,1,1,0.82,0.7424,0.43,0.2239,1.0
4,4,4,0,1,0.4,0.4091,0.76,0.0896,1.0
168,4,11,1,2,0.5,0.4848,0.72,0.1642,1.0
66,3,0,1,1,0.74,0.697,0.66,0.0896,1.0
293,2,9,1,2,0.5,0.4848,0.88,0.1642,1.0
21,2,1,1,2,0.5,0.4848,0.63,0.1343,1.0
5,2,4,1,3,0.56,0.5303,0.94,0.0,1.0
494,3,14,0,1,0.86,0.7727,0.39,0.2537,1.0
49,1,8,0,1,0.34,0.3333,0.81,0.1343,1.0
33,1,9,0,1,0.16,0.1818,0.64,0.1343,1.0
28,1,20,0,1,0.12,0.1212,0.36,0.2537,1.0
3,1,2,1,1,0.2,0.2576,0.8,0.0,1.0
255,1,8,1,2,0.34,0.303,0.93,0.2985,1.0
114,3,23,1,2,0.7,0.6667,0.74,0.1343,1.0
5,2,2,1,3,0.56,0.5303,0.88,0.1642,1.0
129,4,9,0,3,0.4,0.4091,0.82,0.3582,1.0
103,1,11,1,1,0.36,0.3333,0.43,0.2537,1.0
10,4,5,0,1,0.44,0.4394,0.72,0.0,1.0
200,4,20,1,2,0.42,0.4242,0.94,0.2537,1.0
18,3,1,1,3,0.7,0.6667,0.89,0.1045,1.0
11,4,1,1,2,0.4,0.4091,0.87,0.0,1.0
459,4,8,1,1,0.36,0.3333,0.46,0.4179,1.0
189,4,22,0,1,0.4,0.4091,0.62,0.0,1.0
361,1,19,1,1,0.54,0.5152,0.42,0.3582,1.0
8,4,3,1,1,0.38,0.3939,0.87,0.0,1.0
425,3,19,1,2,0.74,0.7121,0.74,0.2239,1.0
10,1,5,1,1,0.2,0.2273,0.69,0.1045,1.0
41,1,23,1,1,0.26,0.2727,0.81,0.1045,1.0
112,1,19,0,1,0.42,0.4242,0.54,0.0896,1.0
127,3,11,1,1,0.82,0.803,0.59,0.0,1.0
541,1,17,0,1,0.56,0.5303,0.64,0.0896,1.0
328,3,9,1,1,0.58,0.5455,0.46,0.4179,1.0
272,2,13,1,2,0.6,0.6212,0.53,0.3284,1.0
10,4,4,1,2,0.3,0.2879,0.45,0.2836,1.0
14,1,2,0,1,0.24,0.2273,0.65,0.194,1.0
110,4,9,1,3,0.32,0.303,0.81,0.3284,1.0
14,4,1,1,1,0.34,0.3636,0.76,0.0,1.0
67,1,20,0,1,0.36,0.3333,0.46,0.2836,1.0
296,3,9,0,1,0.58,0.5455,0.6,0.1343,1.0
272,4,14,1,1,0.52,0.5,0.39,0.2239,1.0
750,4,8,1,1,0.5,0.4848,0.55,0.194,1.0
196,2,15,1,2,0.62,0.5909,0.73,0.1642,1.0
286,1,9,1,1,0.46,0.4545,0.77,0.2537,1.0
48,1,0,0,1,0.36,0.3788,0.66,0.0,1.0
87,3,0,1,1,0.56,0.5303,0.73,0.0896,1.0
3,4,3,1,1,0.52,0.5,0.83,0.1045,1.0
373,3,16,0,1,0.8,0.7273,0.46,0.194,1.0
1,1,5,0,2,0.18,0.197,0.43,0.1642,1.0
137,1,20,1,1,0.42,0.4242,0.67,0.2239,1.0
635,3,14,0,1,0.66,0.6212,0.39,0.1343,1.0
90,1,15,1,2,0.28,0.2727,0.48,0.2537,1.0
238,2,14,1,1,0.5,0.4848,0.42,0.3582,1.0
232,3,9,0,2,0.7,0.6667,0.84,0.0,1.0
289,2,12,1,1,0.7,0.6515,0.58,0.1045,1.0
502,4,16,1,2,0.66,0.6212,0.5,0.2239,1.0
867,2,17,1,1,0.72,0.6667,0.48,0.2239,1.0
312,1,13,0,1,0.3,0.2879,0.42,0.2836,1.0
143,4,6,1,1,0.34,0.3485,0.81,0.0896,1.0
13,1,22,0,3,0.14,0.1212,0.93,0.2537,1.0
247,4,7,1,1,0.28,0.3182,0.75,0.0,1.0
216,3,11,0,1,0.9,0.8182,0.37,0.194,1.0
4,4,4,1,1,0.16,0.1818,0.86,0.1343,1.0
16,2,1,0,2,0.32,0.3182,1.0,0.194,1.0
44,4,0,1,1,0.26,0.2424,0.48,0.2836,1.0
17,4,5,1,2,0.54,0.5152,1.0,0.1045,1.0
87,2,7,0,1,0.58,0.5455,0.64,0.1045,1.0
61,4,14,1,2,0.46,0.4545,1.0,0.1343,1.0
492,3,7,1,2,0.66,0.6212,0.69,0.194,1.0
298,2,19,1,2,0.34,0.3182,0.76,0.2239,1.0
411,3,16,1,1,0.8,0.7121,0.38,0.194,1.0
284,4,12,1,3,0.6,0.5758,0.78,0.3284,1.0
49,4,0,0,1,0.42,0.4242,0.71,0.1045,1.0
31,4,3,0,1,0.58,0.5455,0.94,0.0,1.0
719,2,8,1,1,0.6,0.6061,0.64,0.3284,1.0
16,3,17,0,3,0.64,0.5758,0.89,0.8358,1.0
25,4,0,1,2,0.56,0.5303,0.83,0.1343,1.0
64,2,10,1,2,0.34,0.3182,0.46,0.2239,1.0
8,1,2,1,1,0.46,0.4545,0.88,0.1642,1.0
597,4,14,0,1,0.48,0.4697,0.33,0.194,1.0
76,2,14,1,3,0.3,0.303,0.87,0.1343,1.0
847,3,17,1,1,0.82,0.7727,0.52,0.1343,1.0
378,2,16,0,2,0.76,0.6818,0.48,0.0,1.0
406,3,19,0,1,0.74,0.6818,0.48,0.194,1.0
310,4,14,0,2,0.48,0.4697,0.48,0.2239,1.0
188,1,14,0,1,0.2,0.1818,0.32,0.3582,1.0
37,3,7,0,2,0.46,0.4545,0.77,0.194,1.0
137,4,20,1,1,0.28,0.2727,0.48,0.194,1.0
206,4,9,1,2,0.5,0.4848,0.45,0.2836,1.0
462,3,16,0,2,0.84,0.7879,0.49,0.1642,1.0
385,2,13,0,1,0.72,0.6818,0.62,0.2239,1.0
110,1,9,0,1,0.2,0.1818,0.59,0.3582,1.0
93,2,2,0,2,0.54,0.5152,0.83,0.2836,1.0
316,3,12,1,1,0.64,0.6212,0.33,0.0,1.0
485,2,16,1,1,0.62,0.6061,0.21,0.1642,1.0
109,4,9,1,3,0.56,0.5303,1.0,0.1045,1.0
38,2,5,0,1,0.54,0.5152,0.77,0.2239,1.0
152,1,18,1,1,0.2,0.1818,0.32,0.3881,1.0
62,2,6,1,1,0.44,0.4394,0.88,0.1045,1.0
182,2,22,0,1,0.48,0.4697,0.2,0.194,1.0
87,3,23,0,2,0.72,0.697,0.79,0.1642,1.0
17,4,1,1,2,0.62,0.5606,0.88,0.1045,1.0
